"","paddy.slevel","paddy.temp","paddy.ph","paddy.season","paddy.humidity","paddy.variation","paddy.yield"
"5947",1163,35.6,5.7,1,92,5,563.004384488643
"5948",2285,27,4.5,0,65,5,798.616528914621
"5949",85,30.2,3.2,0,75,1,896.077210766574
"5950",1855,39.7,5,0,74,1,814.360985264648
"5951",2016,32.1,4.8,0,82,5,704.264733761859
"5952",2479,38.1,6,0,72,5,610.125965291324
"5953",1686,18,8.5,0,79,5,713.283693771033
"5954",86,20.7,3.8,0,64,1,675.852281095771
"5955",1317,16.7,7.3,0,88,1,805.240205702527
"5956",1462,23.9,5.9,0,76,5,779.179427105313
"5957",95,26.7,4.3,0,77,5,668.925519244901
"5958",1623,24.9,7.8,0,77,5,839.09046111318
"5959",1646,29.5,3.1,1,75,1,685.205400090975
"5960",1098,37.4,4.6,0,88,1,852.281924403117
"5961",1825,37.4,6.6,0,75,5,742.473616482069
"5962",1338,18.8,7.1,0,84,5,783.47059886825
"5963",1756,30.2,8.5,0,73,5,759.380492614582
"5964",1836,20.6,7.8,0,84,1,845.04796306137
"5965",112,37.9,7.9,0,75,1,789.383615646511
"5966",2029,36.1,8.1,1,85,5,685.46281196177
"5967",2283,20.3,8.6,0,89,5,610.00553513101
"5968",1106,38.5,6.9,1,64,5,526.478169101756
"5969",1835,22.6,5.8,0,90,1,870.070879378667
"5970",1115,38.5,7.1,0,65,1,731.047438069557
"5971",1314,25.6,3,1,70,5,704.699685498296
"5972",866,15.3,4.5,1,65,5,602.871408775294
"5973",968,21.2,4.5,1,82,5,540.450248964286
"5974",1979,28.9,7.4,1,65,1,624.141605951202
"5975",2285,17.8,5.1,0,63,1,662.620408212145
"5976",1462,36.3,3.8,0,70,5,776.469315153857
"5977",1638,26.8,5.6,0,84,5,736.676864512265
"5978",875,22.9,7.4,1,81,5,538.3807894929
"5979",230,39.7,7.6,0,91,1,773.79749014896
"5980",93,32.7,6.5,1,67,1,675.316355195052
"5981",1491,30.4,8.4,0,87,5,648.973172158003
"5982",1180,28.7,8.9,0,66,5,679.311955339896
"5983",750,39.1,5.5,1,79,5,620.377905061468
"5984",2150,30,4.9,1,68,1,712.275375693571
"5985",2264,33,7.5,0,67,1,944.699033233337
"5986",1232,21.9,7.9,0,81,5,624.241377126115
"5987",975,35.2,5,1,65,5,558.850400735779
"5988",1247,39.8,3.3,0,63,5,778.529069401945
"5989",481,27.1,6.8,0,91,1,905.786993579629
"5990",615,21.8,6.9,0,89,1,879.686808943128
"5991",191,31.7,5.3,0,70,5,699.624802242033
"5992",2385,23.3,5.1,0,81,5,660.138929410217
"5993",2470,23.2,4.3,0,89,5,706.556135245288
"5994",1143,39.3,4.3,0,82,1,1020.82158931298
"5995",1170,21.4,5.4,0,69,1,722.685761699298
"5996",295,32.7,6.2,0,60,5,584.209767554421
"5997",1787,20.8,3.9,1,71,5,699.029498318365
"5998",2316,24.2,4.5,0,78,5,887.209059934442
"5999",435,32.5,7.2,0,91,1,845.013326204692
"6000",997,18,6.3,0,90,1,679.708777628063
"6001",2344,31.1,6.6,1,78,5,703.709305042867
"6002",2025,25.4,8.1,1,64,5,673.501229678125
"6003",1222,38.7,5.1,0,72,5,704.738087851244
"6004",123,32.3,8.3,0,75,1,688.550671508225
"6005",1809,21.6,3.9,1,71,1,788.249040790834
"6006",43,33.5,3.2,0,87,5,702.747439822027
"6007",1434,29.4,8.6,0,67,5,735.912979743443
"6008",2205,37.9,3.3,0,64,5,609.545646685486
"6009",1549,38.4,5.9,0,82,1,773.697560742342
"6010",2226,26.6,6.4,0,61,1,931.685418926645
"6011",538,38.9,7.1,0,85,5,647.354410930226
"6012",1641,36.8,3,0,90,5,841.776313073933
"6013",1502,23.3,8.4,1,74,5,740.480841746709
"6014",652,33,8.7,0,61,1,982.549859990831
"6015",1098,31.5,6.9,1,88,1,671.610755193979
"6016",2181,32.8,5,0,81,5,668.475146599424
"6017",1722,38.4,4.7,0,91,5,740.492931807724
"6018",336,22.4,7.2,0,75,5,618.93083191632
"6019",396,21.9,4.7,0,71,1,893.838190155414
"6020",2364,15.5,5.5,0,72,1,695.02675991583
"6021",2406,33.3,4.1,0,78,5,786.220991557154
"6022",2062,22.9,3.1,0,84,5,786.493701278232
"6023",2326,26,7.8,1,85,5,560.082954835768
"6024",1319,29,8.2,0,83,1,824.871696764603
"6025",1129,24.4,7.6,0,74,1,795.075677672867
"6026",914,16.8,8.2,0,73,5,741.179191705305
"6027",1162,19,4,0,76,5,552.500625292305
"6028",1564,15.4,3.6,1,88,5,570.42082233044
"6029",1238,30.5,7.3,0,89,1,786.440037136587
"6030",2387,21.6,8.9,0,79,1,899.397954263259
"6031",1383,34.3,4.4,0,72,5,733.699589121776
"6032",2435,38.5,8,0,84,5,798.68465680629
"6033",2264,36.4,3.7,0,94,5,723.105301513957
"6034",901,26.9,8.4,0,86,1,924.992500272735
"6035",1696,21,4.9,0,79,1,802.022601823167
"6036",2144,31.1,7.9,1,85,5,595.589087189486
"6037",1016,19.4,4.3,0,86,5,672.092255480432
"6038",1945,33.9,6.5,0,91,5,713.626224904632
"6039",2034,36.1,7.7,1,75,1,750.966483762022
"6040",354,19,4.9,0,78,1,778.925349155907
"6041",584,26.7,3.8,0,83,5,771.845014075128
"6042",1390,22.4,4,0,73,5,796.645347665375
"6043",656,29.5,3.6,0,80,5,733.543587173335
"6044",1966,36,7.4,0,84,1,907.381570754418
"6045",2239,22.3,8.3,0,82,1,783.43221876227
"6046",1925,30.6,8,1,68,5,544.00015292922
"6047",1574,34.3,6.9,0,94,5,753.016469068825
"6048",911,16.5,5.7,0,74,5,680.352875144066
"6049",1247,26.3,6.6,0,61,1,842.636243261707
"6050",1392,17.6,3.6,0,79,1,929.254388522046
"6051",1583,38,4.1,1,80,5,657.751295568111
"6052",610,25.9,5.8,0,76,5,771.939501267237
"6053",1548,29.7,7.1,0,89,5,863.733292766847
"6054",158,20.5,4.8,0,64,1,735.527253511827
"6055",1203,21,3,1,69,1,680.881737386032
"6056",951,18.7,6.2,0,70,5,678.314222484672
"6057",2006,15.7,4.4,0,81,5,607.121595325104
"6058",1097,17.9,7.5,0,64,5,827.090208344938
"6059",1845,23.9,7,0,93,1,741.993606792918
"6060",893,28.1,4.1,0,78,1,849.172250185317
"6061",2215,32.4,7.6,0,61,5,734.601311028625
"6062",641,19.5,5.6,1,62,5,630.043664403881
"6063",1644,15.5,5.1,0,80,5,650.36793241355
"6064",1445,24.5,3,1,67,1,738.039786713974
"6065",678,27.5,8.9,0,73,1,791.639347812937
"6066",1892,31.2,5.6,0,86,5,660.623309606065
"6067",598,17.7,7.1,0,78,5,643.024086304164
"6068",215,36.5,5.5,1,66,5,559.158639834883
"6069",104,24.4,8.2,0,85,1,718.342848331667
"6070",362,22.4,7.4,0,74,1,870.205600811945
"6071",338,28.3,7.5,0,62,5,848.584156809375
"6072",1551,26.4,7.1,0,67,5,734.140863937015
"6073",1792,31.8,4.4,0,86,5,795.531503809616
"6074",1191,23.4,5.3,1,71,1,744.493803948474
"6075",1162,26,3.5,0,92,1,889.108154717057
"6076",1508,19.8,8.7,0,62,5,697.071514973262
"6077",1414,38.6,5.3,0,63,5,598.970402909132
"6078",433,37.3,4.1,1,72,5,662.709846211753
"6079",1985,26.2,7.7,0,87,1,736.582825883913
"6080",88,23.2,6,1,90,1,636.517129042962
"6081",844,35.2,3.7,0,93,5,754.681841703132
"6082",1546,19.3,8.6,1,61,5,478.985033661593
"6083",819,29.4,7.2,1,86,5,590.72927129843
"6084",656,38.7,4,0,67,1,749.276691283255
"6085",1686,28.5,8.7,0,77,1,741.161473099297
"6086",418,35.6,8,0,61,5,797.651826551495
"6087",877,18.8,3.3,0,82,5,675.447829917539
"6088",993,24.7,8.1,0,77,5,804.681274372463
"6089",1749,21.5,3.6,0,88,1,928.195455976917
"6090",882,16.6,4,0,92,1,845.228549081367
"6091",144,33.2,6.8,0,82,5,601.551414219042
"6092",1115,31.8,4,0,89,5,719.915986790632
"6093",1261,18.3,3.4,0,88,5,635.593135588958
"6094",2149,22.8,5.4,0,82,1,969.067537710847
"6095",854,30.8,4.5,0,85,1,756.676437317704
"6096",1351,30.1,7.7,0,74,5,665.002192921626
"6097",740,18,6,0,72,5,592.22042580368
"6098",1138,25.2,5,0,79,5,828.701262470956
"6099",1093,34.7,8.8,0,60,1,822.433981256715
"6100",2094,23.5,3.4,1,61,1,744.442360952962
"6101",726,27.2,4,0,89,5,815.199958905578
"6102",1382,23.6,6.8,0,92,5,647.538884084982
"6103",292,36.4,6.8,0,68,5,671.188521140721
"6104",1629,36.3,3.1,0,90,1,924.544305082721
"6105",1020,23.1,5,0,88,1,842.790543897233
"6106",477,17.5,6.9,0,90,5,705.583768885117
"6107",1662,26,4.4,0,66,5,785.765035861793
"6108",2040,24.2,4.3,0,89,5,813.25862458131
"6109",1353,15.6,4.3,0,74,1,965.736545156687
"6110",903,27.2,3.2,0,84,1,863.28988551007
"6111",2014,18.7,6.7,0,73,5,674.236065517956
"6112",2039,30.8,3.3,0,63,5,785.12244062343
"6113",229,21.7,6.9,0,87,5,604.770557966549
"6114",1017,20.4,3.1,1,71,1,761.255207894525
"6115",1365,19.6,3.3,0,67,1,772.339941805694
"6116",1621,23.5,4.5,0,70,5,810.971936467104
"6117",1805,26.4,7.4,0,85,5,742.729669824863
"6118",1641,17.7,7.3,1,71,5,574.606043104238
"6119",1108,28,3.6,0,65,1,889.565392335256
"6120",267,33.8,6.6,0,74,1,813.424037524965
"6121",1516,17.8,4.9,0,63,5,549.274405546021
"6122",269,24.3,8.7,0,81,5,647.6448581554
"6123",1346,35.1,7.5,0,81,5,797.280569056359
"6124",2456,39.4,7.6,0,72,1,907.273705854701
"6125",548,35.5,7.7,0,77,1,877.274249137069
"6126",1787,26.3,7.5,0,85,5,670.355343112412
"6127",1052,31.8,6.3,0,89,5,718.251473503187
"6128",741,20.4,4,0,74,5,729.45313663998
"6129",2408,29.7,7.2,0,80,1,1004.1871878008
"6130",402,22.2,3.2,1,78,1,867.27793084768
"6131",2226,28.4,5.2,0,84,5,729.555996732476
"6132",1487,38.4,6.1,0,66,5,673.811252376375
"6133",2385,26.8,4.3,1,66,5,568.646892909116
"6134",1841,25,7.5,0,88,1,742.158435529564
"6135",1258,33,4.7,0,71,1,798.059339557464
"6136",1399,37.6,6.4,0,61,5,690.754030963095
"6137",2389,23.9,8.9,0,72,5,729.457671598842
"6138",56,20.7,4.3,1,76,5,625.859912663388
"6139",2402,29.9,8.6,0,62,1,802.758892769149
"6140",766,18.5,8.9,0,60,1,783.734207860349
"6141",1,33.9,6.9,1,85,5,567.27548649457
"6142",2087,15.2,8.7,0,77,5,782.825945981313
"6143",739,40,7.7,0,94,5,739.709731183636
"6144",85,27.6,5.2,1,94,1,655.558046003959
"6145",131,39.4,4.1,0,90,1,797.365953815946
"6146",1679,21.8,7.4,1,78,5,552.51719505759
"6147",733,24.1,6.3,0,62,5,795.570957435605
"6148",1586,31.4,7.5,0,86,5,735.158999768707
"6149",619,26.6,3.9,0,70,1,782.5490689526
"6150",1835,35.9,4.2,0,62,1,919.271045057879
"6151",1205,33.3,5.2,1,75,5,539.065494120587
"6152",2474,37.4,7.1,0,92,5,689.846360706724
"6153",706,25.2,4.2,0,70,5,791.146456240676
"6154",334,19.7,4.7,0,65,1,834.637166458803
"6155",1449,30.1,6.8,0,81,1,826.070896644766
"6156",673,32,5,1,72,5,549.080590496305
"6157",767,33.9,7.9,1,75,5,517.348881380167
"6158",849,16.6,4,0,83,5,543.221045095318
"6159",487,26.6,6.9,0,76,1,866.972350771539
"6160",1372,23.2,3.4,0,76,1,717.894625753009
"6161",1272,26.2,7.4,0,69,5,765.771263255738
"6162",1929,38.3,3.1,0,82,5,842.670095005693
"6163",1672,36.9,6,0,62,5,826.435725049426
"6164",1933,19.1,6.4,0,69,1,764.180794618248
"6165",327,24.5,8.7,1,85,1,675.610839823882
"6166",964,16.2,7.5,0,68,5,694.678379017084
"6167",1219,15.2,6.2,0,87,5,529.381204377084
"6168",416,29.8,7.3,0,72,5,704.733782502202
"6169",1383,31.6,7.4,0,68,1,814.44506663441
"6170",1135,15.7,8.9,0,91,1,777.902641461696
"6171",1191,18,8.2,0,68,5,816.918509558309
"6172",1237,33.4,8.1,0,86,5,741.16513041469
"6173",1492,29.4,3.5,0,87,5,824.936833294729
"6174",2406,34,7.6,0,83,1,889.301075487553
"6175",239,33.7,4.9,1,74,1,578.361332692051
"6176",679,15.6,3.3,0,91,5,715.370910432345
"6177",335,30.3,5.8,1,83,5,534.835149685387
"6178",758,16.3,4.4,0,69,5,538.211996903798
"6179",2055,23.9,6.6,0,79,1,850.876629717338
"6180",806,23,4.3,0,88,1,916.743369776911
"6181",2031,20.9,4.8,0,93,5,755.814849220527
"6182",2362,27.5,5.1,0,80,5,634.452056209557
"6183",2236,26.6,8.9,0,84,5,765.349364172046
"6184",2024,25.8,3.1,0,62,1,801.82711230979
"6185",2258,17.2,5,0,61,1,713.640421101203
"6186",2150,31.8,8.6,0,67,5,901.064287754707
"6187",2447,15.4,5.8,0,73,5,638.243060097254
"6188",1441,30.3,8.8,0,67,5,743.344762587609
"6189",2361,33.1,8.2,0,85,1,821.143484181569
"6190",462,15.8,8.8,0,62,1,791.802992043085
"6191",2446,29.7,4.5,0,76,5,657.558648862566
"6192",427,24.1,5,0,70,5,748.80963556158
"6193",100,21,7.3,0,77,5,700.051001633983
"6194",2015,27.6,7.8,0,85,1,792.120195191819
"6195",779,22.8,6.4,1,69,1,605.500579854318
"6196",154,31.1,8.1,0,71,5,712.691364134662
"6197",1283,25.9,8.6,0,82,5,803.527215084372
"6198",141,19.6,7.5,1,73,5,516.400782888134
"6199",2165,27.6,8.8,0,68,1,816.845077229664
"6200",1068,21.2,7.2,0,94,1,798.468673194293
"6201",822,29.6,7.3,0,74,5,601.527484118318
"6202",415,34.5,8.4,0,89,5,839.016500270615
"6203",1203,27.1,7.5,0,69,5,800.006975334448
"6204",2402,38.2,5,0,62,1,981.304253311828
"6205",1131,38.5,3.6,0,67,1,849.087290640455
"6206",2056,23.7,7.1,0,61,5,702.697457598212
"6207",2345,39.9,3.8,0,88,5,725.46634565418
"6208",1114,33.3,5.9,0,60,5,741.895721348313
"6209",811,27.8,6.3,0,65,1,830.805724273281
"6210",37,19,6.9,0,92,1,759.778792461536
"6211",633,28,6.8,0,78,5,655.103174092559
"6212",903,16.2,4.5,0,76,5,677.444361666373
"6213",1707,34.8,7.3,0,93,5,742.843784019351
"6214",1175,22.9,3.2,0,73,1,801.585593586788
"6215",471,27.8,7.4,0,62,1,907.163989233474
"6216",179,40,4.8,1,89,5,540.945038362406
"6217",2386,21.9,6.8,0,86,5,813.451526570134
"6218",478,23.6,4.3,0,64,5,838.543536537327
"6219",299,18,4.8,0,66,1,690.914541758442
"6220",2009,19.1,7.6,1,86,1,642.552692897152
"6221",1811,18.8,6,0,86,5,540.827207341014
"6222",1593,24.3,4.1,1,71,5,755.657021239555
"6223",1539,25.6,8.5,0,84,5,769.53095595818
"6224",1531,24.1,7,0,82,1,750.432094217589
"6225",1294,26.9,6.5,0,87,1,844.351707977088
"6226",231,17.3,6.6,0,79,5,629.431660772146
"6227",1674,16.3,4.5,0,77,5,597.736997277631
"6228",1099,35.1,8.5,0,88,5,698.830476876659
"6229",1833,25.9,4.7,0,65,1,748.377836844884
"6230",1592,15.8,3.6,0,87,1,710.328636881119
"6231",821,20.1,5,1,79,5,643.629715696443
"6232",1599,16.9,8.9,0,74,5,564.083629920303
"6233",450,32,3.5,0,66,5,769.492795978052
"6234",2161,25.8,8.1,0,92,1,851.801887736656
"6235",1738,28.1,8.5,0,81,1,822.137665364426
"6236",901,29.9,3.8,1,71,5,693.717169897476
"6237",127,26,7.2,1,84,5,580.004363759266
"6238",2248,15.5,8.5,0,65,5,680.95909220865
"6239",554,16.5,4.2,0,89,1,738.375876715872
"6240",1369,27,8.4,0,75,1,776.106151783218
"6241",1877,20.1,6.1,0,94,5,678.573818791968
"6242",718,29.7,8.8,0,61,5,649.442264414392
"6243",1028,36.1,3.3,0,86,5,736.763568424309
"6244",1184,31.1,7.7,0,93,1,895.099590113387
"6245",1397,31.4,6.4,0,81,1,850.959666527342
"6246",2115,30.9,7.5,0,77,5,812.322718952782
"6247",321,28.9,7.2,0,70,5,729.756320205828
"6248",1256,39,3.9,0,76,5,760.164192210262
"6249",1766,24.3,4.9,0,89,1,889.372991502751
"6250",1053,37,5,0,67,1,752.282300785494
"6251",456,31.6,3.4,0,65,5,665.614570172814
"6252",1037,38.2,4.4,0,91,5,717.787809638927
"6253",2163,15.9,8.4,0,87,5,712.483584069802
"6254",1480,38.7,7.8,0,81,1,873.639160961223
"6255",1600,26.3,8.2,0,65,1,765.090341016185
"6256",1696,22.8,5.1,0,67,5,575.583475028786
"6257",1863,31.3,9,1,77,5,587.926842606006
"6258",118,30.5,7.9,0,77,5,761.107577340833
"6259",1576,37.6,8.4,0,78,1,744.332817177443
"6260",868,23.7,6.1,0,90,1,893.939083294632
"6261",437,15,4.6,0,67,5,660.902903535558
"6262",582,22.5,6.9,0,63,5,735.892941243947
"6263",849,22.4,6,0,90,5,690.94722889519
"6264",363,21.2,7.6,1,63,1,820.307626222105
"6265",1086,26.4,5.2,0,68,1,712.715976433052
"6266",275,30.2,5.6,0,74,5,665.235989886181
"6267",346,22.9,9,0,75,5,637.157993880101
"6268",2408,34.2,6.3,0,69,5,676.859852423271
"6269",981,36.3,4.9,0,83,1,720.741422734378
"6270",138,23.2,4.1,0,81,1,803.758379848053
"6271",2190,17.5,4.7,0,82,5,671.840930307129
"6272",1429,30.2,3.6,0,64,5,641.966577037238
"6273",866,32.7,5.8,0,68,5,782.033349736594
"6274",478,33.7,6,0,73,1,764.945047589329
"6275",351,22.7,6.5,0,86,1,824.880904871194
"6276",1687,22.3,4.4,0,74,5,768.553209801515
"6277",252,29.9,5.1,1,94,5,463.324547621111
"6278",1002,15.6,8.7,0,88,5,602.034984253502
"6279",1157,23.1,6,0,74,1,752.663978484149
"6280",1563,19.6,3.8,0,92,1,760.030609248982
"6281",926,28.3,7.8,0,87,5,649.217255351444
"6282",1646,27.1,5.4,0,79,5,789.483184623532
"6283",483,38.5,7.5,0,68,5,579.164494931077
"6284",59,30,8,0,73,1,778.08179189063
"6285",873,31.7,5.2,0,62,1,709.942672851806
"6286",125,36.5,3.8,1,67,5,611.584483021094
"6287",1387,31.8,7.1,1,88,5,577.367268700618
"6288",2134,30.4,6.6,0,93,5,735.254309202234
"6289",898,39.9,8.9,0,85,1,872.022683922357
"6290",2428,18.1,4.9,0,85,1,785.161354027999
"6291",1467,16.8,6.8,0,78,5,583.392399925894
"6292",2167,21.6,5,0,93,5,689.946331386454
"6293",1788,34.3,7.9,0,69,5,634.67126134783
"6294",1250,33.9,4.1,0,86,1,836.075346567668
"6295",1748,17.8,3,0,86,1,824.565933741784
"6296",567,20.4,4.8,0,82,5,646.984857150043
"6297",2220,30.6,5.8,0,80,5,649.484457595584
"6298",2131,27,4,0,62,5,690.796168086429
"6299",1005,26.3,6.4,0,79,1,894.66675085326
"6300",1681,36.8,6.9,1,83,1,672.552697950353
"6301",578,28.6,3.4,0,82,5,766.664342473572
"6302",528,33.5,5,0,90,5,679.268449653561
"6303",2308,17.5,8.4,0,70,5,605.581467765539
"6304",1353,35.4,8.7,0,60,1,866.789298512352
"6305",1911,28,3.1,0,93,1,994.143584025248
"6306",223,33.2,4.1,0,81,5,683.462365029845
"6307",2327,37.9,6.6,1,73,5,549.708772660233
"6308",1333,39.5,5.9,0,81,5,691.423782000008
"6309",2247,35.7,3.5,0,94,1,958.984235433551
"6310",595,35.2,4.8,0,91,1,753.158051842668
"6311",1341,36.2,3.5,1,80,5,548.436242384681
"6312",1547,27.1,5.7,1,72,5,622.168217797298
"6313",2080,23,5.9,0,83,5,645.756243697057
"6314",2038,17.6,4.3,0,78,1,626.526565698441
"6315",377,23.8,6.9,0,76,1,988.474024110474
"6316",2081,38.1,6.6,0,62,5,781.325380248018
"6317",634,25.2,4.7,0,60,5,630.266739653113
"6318",1889,37.6,4.2,1,60,5,708.263879696218
"6319",442,34.6,4,0,64,1,794.089334795717
"6320",1335,20.3,7.3,0,89,1,871.47229044931
"6321",1787,19.1,8.2,0,88,5,658.851241293208
"6322",907,24.1,9,0,63,5,684.596911910921
"6323",2440,35.4,6.2,0,60,5,828.910016214165
"6324",132,39,7.1,0,73,1,721.347106923349
"6325",1550,34,6.4,0,75,1,755.038562141514
"6326",93,37.8,9,1,81,5,570.158803792826
"6327",1746,19.8,5.9,0,80,5,694.706827576738
"6328",394,31.9,8.9,0,90,5,825.102459507374
"6329",350,25,9,0,77,1,992.507069883868
"6330",577,31.1,5.8,0,85,1,804.0253086132
"6331",2311,18.8,3.2,0,70,5,690.126725375497
"6332",493,15.1,8.5,0,70,5,705.714461940806
"6333",74,28.4,3.5,0,65,5,670.81917070318
"6334",1350,27.1,7.2,0,71,1,834.857208145938
"6335",2092,30.1,7,0,83,1,791.759524141283
"6336",1499,32.4,5.8,0,84,5,852.844550972804
"6337",1831,18.7,6.1,0,70,5,588.414679370665
"6338",148,37.1,8.3,0,87,5,591.07132719364
"6339",685,29.1,4.9,0,91,1,815.679274091963
"6340",134,29,7.3,0,88,1,673.843129146068
"6341",768,22.1,8.5,0,64,5,637.873487112423
"6342",1136,16.6,3,0,80,5,618.976270388036
"6343",865,29.6,8.8,1,84,5,588.832311848334
"6344",884,36,3.2,0,60,1,777.486453736977
"6345",1951,31.7,5.2,1,87,1,638.367497711442
"6346",701,18,5.9,0,92,5,688.825075891024
"6347",755,26.6,5.6,0,68,5,713.189930833566
"6348",688,38,5.8,0,94,5,743.523171722578
"6349",2466,38.9,8,0,84,1,707.532777831269
"6350",437,36.6,3.8,0,93,1,959.54579655081
"6351",604,27.1,8.9,1,84,5,538.623840555859
"6352",2467,39.7,6.6,0,94,5,627.866141630026
"6353",2310,16.8,4.2,0,87,5,655.652997933794
"6354",1493,15.4,5.5,0,90,1,723.594311341488
"6355",868,20.1,8.7,0,61,1,872.328062580588
"6356",1185,34.4,4.2,1,67,5,783.396414946765
"6357",1762,29.5,6.6,0,88,5,712.461178540252
"6358",1784,34.5,7.9,0,75,5,718.494378589094
"6359",297,17.5,7.8,1,74,1,545.461307217677
"6360",212,20.8,5,0,66,1,722.746949662299
"6361",1763,34.1,3.5,0,80,5,764.896499963167
"6362",1224,23,6.3,0,71,5,712.8285544614
"6363",2205,36.9,7.7,0,77,5,761.270649218932
"6364",729,26.9,9,1,83,1,589.307285604688
"6365",1121,35.5,5.3,0,74,1,878.908387668586
"6366",349,28.9,4.9,1,72,5,550.734583792898
"6367",812,38.8,4.7,0,63,5,673.866224219091
"6368",2084,26.4,3.9,1,80,5,603.59273791934
"6369",1825,19.2,8.3,0,62,1,809.716838955258
"6370",2196,30.9,7.3,0,67,1,960.466686170548
"6371",748,15.5,5.9,1,85,5,492.368407691053
"6372",533,29.6,8,0,63,5,660.933538580624
"6373",48,26.7,3.7,0,85,5,750.082432187628
"6374",992,39.2,7.9,0,76,1,810.21452693191
"6375",1365,34,3.2,0,61,1,860.337785534405
"6376",1439,28.3,4.5,0,89,5,746.334378103105
"6377",1049,24.9,3.2,0,94,5,740.506808816766
"6378",1634,16.3,4.9,0,77,5,698.180893152797
"6379",1220,38.5,3.9,0,92,1,847.027537304287
"6380",923,32.6,3.1,0,78,1,847.107354667969
"6381",2253,20.4,5.5,0,90,5,743.239709998791
"6382",582,20.3,4.8,1,74,5,649.88740873135
"6383",248,15.7,4.2,0,94,5,554.826605017297
"6384",1075,35.5,4.4,0,60,1,1008.74249480742
"6385",2334,19.9,4.4,0,77,1,771.385353702741
"6386",345,36.9,4.3,0,87,5,668.191679373073
"6387",1948,23.1,8.5,1,74,5,749.78952339928
"6388",1197,31.4,6,0,85,5,624.193383838671
"6389",1430,21.5,5.5,0,71,1,939.116278061798
"6390",680,36,5.1,0,71,1,906.65814417492
"6391",286,36.5,3,0,73,5,699.122342886403
"6392",635,30.9,5.6,0,76,5,641.492250165902
"6393",2389,39.5,5.3,0,67,5,709.595963940956
"6394",1033,38.7,7.8,0,90,1,966.454167151824
"6395",1006,36.9,4.2,0,82,1,905.891588423401
"6396",1621,16.6,8.6,1,69,5,557.527231778173
"6397",2188,33.2,9,0,83,5,635.561675128217
"6398",166,21.8,7.9,0,87,5,694.346727267839
"6399",592,19.1,6.6,0,76,1,731.647811209162
"6400",1634,39,8.2,0,68,1,907.541168651854
"6401",402,32.6,6.2,0,62,5,830.397576225611
"6402",1418,30.9,6.3,0,85,5,681.360456262094
"6403",57,24,4.7,0,61,5,674.294450638505
"6404",1127,19.4,6,0,69,1,788.186966930516
"6405",2486,35.8,5.5,0,76,1,878.724049489635
"6406",1340,25.9,8.8,0,81,5,719.924473265807
"6407",2205,37.8,8.1,1,89,5,574.184603515702
"6408",653,23.6,6.1,1,61,5,508.799115836155
"6409",2152,19,8.3,0,72,1,844.625276940254
"6410",1513,39.9,7.9,0,60,1,870.370977717297
"6411",370,34.4,8.2,1,88,5,597.61244225471
"6412",2320,15.2,3.5,0,62,5,536.864499937898
"6413",70,35.8,3.4,1,75,5,576.691230064413
"6414",1044,35.6,3.1,1,71,1,746.273389074486
"6415",1577,38.4,7.8,0,81,1,841.752058508185
"6416",1492,23.1,3.7,0,77,5,747.900566877797
"6417",333,38.4,5.5,0,80,5,781.094273172008
"6418",1968,34.7,3.7,0,93,5,785.275091091171
"6419",467,22.9,5.7,0,69,1,729.791748399536
"6420",106,29,7,0,82,1,707.565127495521
"6421",247,29.3,7.6,0,68,5,684.651395818219
"6422",188,29.2,7,0,83,5,623.314978422908
"6423",1634,17.2,6.6,0,77,5,705.626942997333
"6424",1135,38.5,7,0,81,1,751.318397749371
"6425",1235,16.4,3.9,0,75,1,768.171861934631
"6426",619,34.1,8.6,0,75,5,679.48010917753
"6427",124,23.9,3.8,0,60,5,574.744598656738
"6428",2162,22.6,6.3,0,72,5,752.255593597268
"6429",2220,34.3,6.2,0,90,1,863.877563977925
"6430",1720,34.8,5.9,0,87,1,888.379266120804
"6431",1322,30.4,6.2,0,75,5,807.269683177583
"6432",10,18,5.8,1,77,5,441.818484435013
"6433",2214,22.1,4.1,0,88,5,723.602639511228
"6434",1456,18.6,3.5,0,88,1,756.851402922378
"6435",1248,38.1,5.4,0,90,1,793.75162597668
"6436",1314,34.3,8.1,1,78,5,597.70460507134
"6437",2328,29.8,8.8,0,75,5,786.735683493316
"6438",1573,32.3,7.4,0,88,5,752.761749744726
"6439",1082,33.6,4.6,1,77,1,683.810210002897
"6440",1400,38,5.7,1,91,1,710.9690344582
"6441",892,32.2,4.7,0,84,5,784.502760033744
"6442",1950,33.5,7,0,65,5,843.417745758779
"6443",814,15.4,5.6,0,78,5,662.470281500524
"6444",802,25.5,7.3,0,81,1,749.089770042337
"6445",1427,16.3,6.3,0,90,1,726.332678898082
"6446",378,39.1,5.8,0,88,5,835.400399790766
"6447",1308,35.2,7.3,0,62,5,663.779223881041
"6448",1228,19.3,4.5,0,88,5,577.786624784737
"6449",469,16.9,8.8,0,77,1,826.850955646175
"6450",554,27.2,8.4,0,63,1,844.767961391093
"6451",749,17.3,6.1,1,64,5,555.189835703156
"6452",655,30.6,3.9,0,85,5,735.224746695409
"6453",538,25.1,3.7,0,61,5,804.634158080444
"6454",124,31.2,4.6,0,84,1,686.684517430452
"6455",1046,22.1,8,0,76,1,757.741282317632
"6456",1594,37,7,0,72,5,756.238123301106
"6457",1161,29.8,5.4,0,82,5,642.755062218445
"6458",1019,23,8.8,0,63,5,884.732070999841
"6459",1002,38.7,6,0,68,1,809.223591377183
