"","x.ph","x.N","x.P","x.K","x.depth","x.temp","x.rain","x.plant"
"4620",6.3,114,71,106,51.99,35.7,775.26,1
"4621",7.5,102,56,15,54.91,28.2,709.31,1
"4622",6.8,130,70,116,39.98,38.2,1133.29,0
"4623",6.9,107,64,54,56.52,27.5,994.42,1
"4624",8.9,71,59,53,36.47,31.8,1175.82,2
"4625",8.9,105,39,65,53.46,26.8,1071.8,1
"4626",7.4,88,118,117,50.86,21.6,1091.23,0
"4627",6.4,93,80,38,18.52,30.5,509,1
"4628",7.1,174,89,33,21.31,23.9,1004.33,1
"4629",8.7,82,25,64,19.32,28.5,841.77,2
"4630",8.4,137,83,86,19.91,29.6,677.93,2
"4631",8.8,158,104,6,39.31,26.2,1016.06,0
"4632",8.3,160,79,39,45.74,25.6,1149.77,1
"4633",7.3,35,36,51,55.56,31.7,799.74,1
"4634",6.4,26,72,72,48.28,20.3,811.11,1
"4635",8.8,40,93,70,41.55,35.6,875.37,0
"4636",7.1,179,57,59,18.42,16.6,957.73,1
"4637",8,135,28,11,46.01,20.2,727.71,2
"4638",7.3,123,97,3,15.91,35.1,776.18,0
"4639",7.5,159,46,6,26.15,32.3,906,0
"4640",7.4,76,86,51,54.63,16.3,612.5,1
"4641",6,57,81,50,25.32,36.9,551.68,2
"4642",8.4,130,35,85,21.34,37.9,597.75,2
"4643",7.2,121,101,93,15.1,37.4,684.29,0
"4644",6.4,94,24,68,43.99,32,880.23,2
"4645",8.7,143,95,68,24.82,36.8,879,0
"4646",8,141,57,25,44.64,30,834.05,1
"4647",6.5,34,23,118,37.9,39.4,1097.6,0
"4648",6.4,47,101,102,25.61,26.5,619.6,0
"4649",6.6,36,35,58,50.58,29.1,677.26,1
"4650",7.3,135,27,72,22,33.3,543.13,2
"4651",6.4,153,33,57,17.89,22,1031.15,0
"4652",7.7,152,22,77,27.4,25.2,1157.12,2
"4653",8.9,163,69,21,31.68,39.7,639.36,2
"4654",7.1,169,80,84,48.8,19.4,541.03,0
"4655",7,164,70,52,32.22,24.9,1074.08,0
"4656",7,109,69,108,29.43,24.6,786.47,2
"4657",6.8,90,97,12,38.76,25.1,971.74,0
"4658",8.1,147,110,7,35.03,34,738.78,2
"4659",7.9,116,24,18,47.69,23,740.32,2
"4660",6,152,109,88,18.42,18.7,963.93,0
"4661",7.5,109,54,62,15.39,38.6,824.51,1
"4662",7.4,24,89,24,30.96,30.6,1159.41,1
"4663",8.9,117,103,108,58.25,23.6,660.13,2
"4664",6.3,174,93,116,32.63,19,900.09,0
"4665",8.7,55,116,23,43.44,19.4,849.5,0
"4666",8.4,104,104,7,15.7,28,697.25,2
"4667",6.9,26,50,49,17.81,22,568.63,1
"4668",7,110,109,27,45.53,19.5,735.39,2
"4669",6.5,151,76,15,21.84,17.4,869.96,0
"4670",6.8,21,102,61,47.71,15.3,627.74,2
"4671",8.6,87,106,59,49.87,25.8,556.72,2
"4672",7.7,76,24,63,24.91,36.6,1101.07,2
"4673",9,119,53,23,45.63,15.3,583.64,2
"4674",8.8,157,92,103,25.88,22,775.16,0
"4675",7.6,155,27,49,53.31,16.3,741.36,2
"4676",7.1,66,80,73,37.06,31.1,952,1
"4677",6.5,130,22,10,29.44,16.7,768.36,0
"4678",6.5,155,22,19,28.04,15.3,1087.39,2
"4679",7.6,142,30,87,52.35,15.4,1174.64,0
"4680",7.6,105,87,16,37.01,39,717.01,2
"4681",6,81,95,0,28,28,654.42,2
"4682",6.7,123,55,42,16.96,18,865.03,1
"4683",7.5,160,54,71,38.94,22.9,1066.65,0
"4684",7.2,80,99,64,26.52,38.3,968.28,2
"4685",7.3,36,31,47,46.37,25.5,1105.4,0
"4686",8.7,38,43,68,27.75,15.6,802.86,1
"4687",8.1,125,117,72,40.63,17.3,819.37,0
"4688",6.4,176,116,90,33.89,21.4,549.04,0
"4689",7.8,90,106,64,28.18,21.8,744.49,0
"4690",7.5,27,92,16,24.03,21.4,725.68,1
"4691",8.6,42,81,14,35.08,23,967.22,2
"4692",8.7,91,27,107,28.84,20.9,636.1,2
"4693",6.1,45,68,33,22.69,29.8,748.29,1
"4694",6.1,115,114,66,26.41,31.4,943.05,2
"4695",7.8,134,61,60,36.37,24.1,524.98,2
"4696",8.3,127,21,94,26.31,21.9,735.85,2
"4697",8.7,174,68,92,25.76,22.2,995.53,0
"4698",6.3,60,107,60,54.07,28.9,947.38,1
"4699",6.2,113,101,58,30.77,22.5,833.66,0
"4700",6.1,58,59,35,24.93,23.8,742.76,1
"4701",6.9,173,67,90,40.37,17.4,1136.88,0
"4702",6.6,123,107,67,29.06,29.5,944.02,0
"4703",6.7,136,56,37,50.49,18.7,501.83,1
"4704",7.3,93,97,68,25.69,38.8,702.58,2
"4705",8.4,134,106,70,23.08,34.1,1028.51,0
"4706",6.1,155,55,111,18.16,18.6,867.87,1
"4707",6.2,161,116,69,51.75,35.1,818.13,0
"4708",6.1,142,100,26,47.72,22.1,801.55,0
"4709",8.8,28,103,41,54.2,17.1,501.88,1
"4710",6.1,43,40,82,59.49,16,668.71,1
"4711",6.4,137,35,37,59.99,37.7,710.08,1
"4712",6.2,126,54,64,16.55,15.2,869.64,1
"4713",8,21,95,42,26.98,26.3,1121.2,0
"4714",8.2,169,96,86,26.49,25.6,641.8,2
"4715",8.1,165,71,30,43.37,15.9,903.62,0
"4716",7.8,116,94,69,18.8,26.1,776.89,1
"4717",7.9,41,108,110,23.22,20.9,881.91,0
"4718",6.2,51,57,65,35.47,39.8,866.43,1
"4719",8.5,122,119,32,36.46,34.1,1122.62,0
"4720",6.1,87,68,70,26.13,27.9,943.75,1
"4721",7.6,136,50,45,59,35.3,1082.29,1
"4722",8.2,91,95,57,56.03,34.7,816.03,1
"4723",7.9,160,47,57,35.13,21.1,1109.02,0
"4724",6.3,105,59,2,38.42,17.4,778.88,2
"4725",7.9,160,107,19,24.11,28.8,655.23,0
"4726",6.9,68,81,7,44.45,25.9,843.78,2
"4727",6.5,143,43,118,21.68,26.5,612.41,0
"4728",6.1,136,64,9,42.12,34.3,1079.49,2
"4729",6.8,136,53,73,40.85,36.4,987.66,0
"4730",7.9,66,32,35,24.14,17.2,1136.45,2
"4731",7,27,39,21,44.2,26.2,924.08,1
"4732",7.7,51,96,5,32.85,34.8,1081.26,2
"4733",7.4,32,87,52,24.85,19.3,1126.32,1
"4734",8.4,147,66,18,37.7,37.4,1067.12,1
"4735",7.9,45,76,45,50.01,35,581.82,1
"4736",7.5,45,41,27,35.61,37.3,681.09,2
"4737",8,87,106,29,17.26,28,975.67,2
"4738",7.3,92,95,117,23.09,29.9,721.42,0
"4739",7.6,140,26,116,45.88,29.5,909.78,0
"4740",8.6,51,87,21,17.19,24,857.28,1
"4741",6.8,75,56,25,16.17,29.3,526.43,1
"4742",8.1,179,96,62,16.69,32.8,1199.87,1
"4743",8.4,168,43,8,50.18,28.3,810.08,2
"4744",6.1,146,89,118,18.13,32,998.91,1
"4745",8.8,116,49,109,20.95,28.3,880.41,0
"4746",7.6,77,55,45,44.63,35.7,785.64,2
"4747",7.3,97,78,36,53.36,17.5,725.88,1
"4748",6.6,172,103,60,45.52,38.3,1182.74,0
"4749",7.9,100,30,117,15.21,23.6,1177.68,2
"4750",8.8,51,36,16,36.76,16.2,803.41,2
"4751",7.9,61,22,89,48.01,17.8,669.6,2
"4752",6.6,45,51,4,42.32,15.5,1113.37,1
"4753",6.5,82,48,100,41.25,19.7,636.35,0
"4754",7,169,20,53,29.7,35.6,625.42,2
"4755",6.8,152,54,84,24.17,17.2,1178.04,0
"4756",8.8,86,67,26,17.59,33.1,683.28,2
"4757",8.1,30,46,110,58.47,17.4,617.13,1
"4758",7.6,29,24,6,48.26,21,621.63,2
"4759",7.6,147,59,79,26.23,35.6,574.77,2
"4760",6.4,47,62,41,30.44,39.1,616.88,1
"4761",7,64,90,29,20.42,26.2,1165.04,0
"4762",6.8,106,77,117,29.76,23.1,1056.25,2
"4763",7.2,67,110,40,56.99,16.6,1079.98,0
"4764",6.8,134,70,13,33.16,38.1,571.53,2
"4765",8.2,118,113,11,32.85,17.9,1047.86,2
"4766",6.9,167,73,52,36.22,20.8,737.97,1
"4767",8.6,138,44,31,53.65,27.7,1141.08,1
"4768",8.1,168,29,117,50.47,24,695.58,2
"4769",6.8,75,110,111,47.25,29.2,720.28,0
"4770",7.7,130,106,12,32.66,20.5,759.68,2
"4771",7.4,44,113,60,25.23,29.9,925.74,0
"4772",6.5,151,23,99,37.35,24.5,797.99,0
"4773",7.2,45,106,111,45.17,22.3,917.4,0
"4774",6.7,81,64,38,15.53,25.4,560.56,1
"4775",7.6,137,34,110,24.51,19.1,1028.78,0
"4776",6.7,89,44,82,53.3,31.9,1170.95,1
"4777",6.4,54,52,41,46.95,26.1,750.11,0
"4778",8.7,79,43,66,28.72,26.6,887.67,2
"4779",6.3,45,116,17,23.91,35.3,545.35,0
"4780",6.9,82,26,83,16.18,36.3,633.39,2
"4781",6.9,20,82,58,34.18,34.7,1093.86,1
"4782",7,28,119,84,33.38,27.7,633.77,0
"4783",8,92,116,34,24.28,36.2,766.61,0
"4784",6.7,100,90,70,43.72,22.3,1056.64,1
"4785",8.6,24,36,15,56.21,36.3,784.38,1
"4786",8.5,143,79,13,55.17,38.4,675.41,2
"4787",7.6,37,59,36,36.55,29.2,681.68,1
"4788",7.2,50,23,16,52.88,21.2,931.82,1
"4789",6.8,127,113,90,31.19,20.8,1178.43,0
"4790",7,173,59,20,52.01,38.5,957.39,1
"4791",6.1,82,91,88,48.99,24.8,501.47,0
"4792",7,131,97,16,23.12,35.8,606.47,0
"4793",7.2,91,109,29,59.41,21.3,579.31,2
"4794",8.9,140,25,15,58.55,37,531.65,2
"4795",6.9,179,36,72,52.23,39.2,912.71,1
"4796",7.9,169,27,115,46.8,26.9,512.16,2
"4797",9,141,42,36,41.35,35.1,690.45,2
"4798",7.3,21,85,76,30.92,28,1165.5,1
"4799",7.3,45,89,114,43.58,20.4,992.47,0
"4800",6.2,80,51,69,56.37,17.9,1080.62,1
"4801",7.1,170,64,46,23.86,21.1,909.76,0
"4802",6.8,42,46,82,33.3,20.6,1189.01,1
"4803",7.2,55,115,82,56.5,31.2,864.6,0
"4804",6.7,45,23,1,55.39,29.5,1118.87,1
"4805",6.1,133,50,6,31.51,36.3,821.34,0
"4806",8.9,46,88,17,38.65,36.7,659.81,2
"4807",6.1,74,49,57,52.17,19.9,726.99,1
"4808",8.6,144,97,39,33.02,16.9,1109.18,2
"4809",8.7,89,42,89,27.19,39,858.43,0
"4810",8.9,134,74,47,26.05,17.7,999.95,1
"4811",8.7,151,43,29,53.13,38.9,1026.45,1
"4812",7.4,104,72,70,58.17,36.7,975.64,1
"4813",8.8,176,102,42,39.14,25.7,855.89,0
"4814",6.7,42,68,22,20.99,23.8,968.93,1
"4815",6.5,121,70,4,38.08,17.8,1152.75,0
"4816",8.7,82,114,41,35.17,21.2,663.44,2
"4817",8.8,136,43,68,31.3,34.2,647.76,2
"4818",8.7,40,109,112,27.91,28.2,766.79,2
"4819",8,126,47,2,47.24,21.8,1154.16,0
"4820",6.5,24,99,97,32.61,34.5,1121.41,0
"4821",7.6,120,89,15,47.23,24.5,768.48,2
"4822",7.3,153,27,85,25.87,25.8,816.95,0
"4823",7.8,97,50,28,20.4,37.5,738.56,2
"4824",7.3,74,74,72,54.34,30.8,622.18,1
"4825",8,155,114,29,36.99,16.4,952.54,0
"4826",7.1,108,39,47,48.38,32.4,624.43,2
"4827",6.8,134,50,65,22.63,37,601.62,0
"4828",8.8,63,98,88,30.17,19.3,1166.08,2
"4829",7.5,53,24,56,46.65,38.1,527.68,2
"4830",6.9,95,61,107,28.07,28.1,684.05,2
"4831",6.7,67,61,111,44.53,25.4,661.3,0
"4832",8,48,59,47,18.16,23.5,839.27,1
"4833",8.7,153,61,112,43.18,17.3,728.67,0
"4834",8.6,115,102,28,19.37,24.4,1140.04,1
"4835",7.5,106,82,60,29.37,31.5,789.43,2
"4836",7.4,133,95,6,26.24,17.8,1003.53,0
"4837",6.6,98,34,70,45.79,37.3,1171.68,0
"4838",6.8,32,98,13,46.29,23.3,998.47,2
"4839",7.4,153,90,65,19.37,38.5,721.68,1
"4840",8.9,24,24,100,20.64,20.5,1057.63,2
"4841",8.4,61,31,20,24.02,29.8,748.58,2
"4842",7.4,122,102,62,59.71,28.5,580.27,0
"4843",6.5,104,97,55,23.33,23.5,866.59,0
"4844",7.1,107,77,45,35.23,27.6,592.63,2
"4845",7.4,148,113,0,29,22.2,980.33,0
"4846",8.9,32,61,37,23.57,21,856.07,1
"4847",6.1,175,77,92,53.59,29.2,776.71,0
"4848",7.2,177,49,97,46.97,37,861.7,0
"4849",7.5,59,109,74,25.87,15.1,665.15,2
"4850",8.1,175,109,71,22.71,15.5,501.47,2
"4851",8,123,70,1,46.34,36.4,609.45,2
"4852",7.7,68,38,78,42.26,35.9,1101.52,2
"4853",6.4,66,28,102,22.71,30.5,1173.46,0
"4854",7.9,83,101,1,35.32,16.3,879.3,2
"4855",6.8,151,32,3,46.23,28.2,736.09,0
"4856",8.6,87,105,32,33.39,35,927.25,2
"4857",8.2,156,22,41,16.18,17,927.51,2
"4858",6.2,83,78,84,55.47,28.3,1112.01,1
"4859",6.1,74,74,81,56.92,37.3,931.02,0
"4860",7.1,75,52,92,36.47,31.9,686.95,2
"4861",6.3,52,43,22,59.95,31.3,1152.48,1
"4862",6.8,56,118,71,28.3,29.6,557.7,2
"4863",8.5,131,81,90,25.73,20,713.99,0
"4864",6.4,120,101,58,57.59,21.5,1190.3,1
"4865",8.1,128,111,2,41.68,33.3,734.51,0
"4866",6.1,145,23,97,41.35,31.3,657.66,2
"4867",6.7,61,98,40,20.12,33.6,875.82,0
"4868",6.6,146,72,50,40.82,26.4,1166.6,1
"4869",8.1,174,20,91,43.77,39.5,612.93,2
"4870",7,134,22,61,25.79,17.9,729.98,2
"4871",6,136,38,97,41.15,25.5,968.6,0
"4872",8.3,68,65,67,50.16,26,527.63,2
"4873",7,158,63,100,53.61,25.8,644.07,0
"4874",7.2,140,116,57,59.31,37.3,1038.17,1
"4875",6.2,90,56,39,42.89,34.8,745.96,0
"4876",6.5,175,104,69,49.02,15.8,519.51,0
"4877",8.1,69,27,101,34.6,23.7,598.11,2
"4878",7.4,161,98,80,57.53,27.9,1178.71,1
"4879",6.2,103,107,104,23.89,37.3,669.75,0
"4880",7.8,118,105,60,33.19,16.9,1047.51,2
"4881",8,40,93,5,17.1,28.9,675.72,2
"4882",9,56,86,108,51.8,38,1014.41,1
"4883",8.8,56,54,16,53.14,16,819.35,1
"4884",6.8,156,116,88,33.16,30.8,547.43,0
"4885",8.1,91,61,54,50.63,17.3,902.38,1
"4886",8.1,162,42,118,51.74,19.8,898.43,1
"4887",6.8,69,68,74,26.23,31.8,739.17,0
"4888",8.8,65,88,47,18.89,26.3,1142.96,1
"4889",7.5,78,80,29,50.89,16,1086.96,1
"4890",8.5,47,26,36,54.54,37.8,614.08,2
"4891",8.6,87,28,116,58.5,31.9,627.47,2
"4892",6.1,176,36,46,38.71,34.8,597.04,2
"4893",7.5,172,46,109,30.83,24.7,590.87,0
"4894",7.9,35,56,109,27.48,21.6,1074.57,1
"4895",8.9,57,103,65,57.77,30,1003.51,2
"4896",6.9,21,103,57,33.24,34.5,1001.41,1
"4897",6.1,105,98,50,33.11,25.6,1158.12,0
"4898",8.9,134,97,108,16.82,19,975.57,0
"4899",8.5,141,51,41,59.02,19.9,831.73,1
"4900",7.9,68,59,64,20.43,16.9,939.19,2
"4901",8,163,21,53,55.52,21.4,776.07,2
"4902",7.9,166,32,44,19.8,37.3,710.96,1
"4903",9,43,90,21,25.67,18.9,924.82,1
"4904",6.2,153,112,87,35.37,15,1035.04,0
"4905",8.8,173,99,92,18.28,18.2,641.33,0
"4906",7.5,144,34,67,28.51,20.2,572.95,2
"4907",6.7,169,39,45,42.99,17.4,1142.38,0
"4908",7.6,78,90,66,28.3,36.9,621.01,2
"4909",7,149,116,13,39.26,38.1,677.29,0
"4910",8.5,78,94,64,18.42,24.6,893.29,1
"4911",7.3,58,69,49,28.74,26.6,904.6,0
"4912",6.2,50,117,112,21.03,24.2,656.49,2
"4913",6.2,115,92,16,22.11,26,1172.11,0
"4914",8.4,122,116,24,39.59,19.1,523.85,2
"4915",6.3,140,26,53,42.61,34.5,827.24,0
"4916",6.5,110,109,38,47.63,17.1,708.4,2
"4917",7,171,68,66,48.48,33.8,668.03,0
"4918",8.4,84,62,0,30.03,27.4,517.01,2
"4919",7.9,135,90,25,59.87,31.1,731.72,1
"4920",8.6,96,61,72,53.53,17.7,612.59,2
"4921",6.9,167,36,110,15.67,15.4,525.31,0
"4922",8.2,58,101,65,59.59,22.5,1179.07,1
"4923",8.6,123,64,95,49.42,20.4,1043.38,0
"4924",8.1,33,106,10,32.09,30.3,844.12,2
"4925",7.3,129,40,67,50.75,20.1,699.68,1
"4926",6.4,37,76,33,40.1,26.6,551.37,1
"4927",8.7,98,25,84,48.66,23.8,947.56,2
"4928",6.2,44,35,49,43.32,17.4,1133.8,1
"4929",7.3,85,25,42,29.7,39.7,633.92,2
"4930",7.5,173,99,82,40.97,23,1146.05,0
"4931",7.8,104,41,82,26.65,17.2,608.56,2
"4932",8.6,23,112,28,21.65,19.4,942.88,1
"4933",7.7,83,96,33,44.24,30.1,525.83,2
"4934",8.3,74,78,76,27.94,29.1,753.68,2
"4935",6.7,124,82,95,34.84,21.5,1067.44,0
"4936",6.1,56,45,20,48.21,38.2,560.38,2
"4937",7.5,133,73,105,37.35,24,693.04,0
"4938",7.2,69,55,90,30.47,27.7,1146.81,2
"4939",6.9,62,74,111,43.33,15.3,707.3,0
"4940",8.4,30,118,65,37.86,18.5,736.77,1
"4941",6.6,174,118,25,16.75,28.9,920.71,0
"4942",6.8,167,61,27,26.1,16.3,650.59,2
"4943",8.4,128,35,6,22.31,27.8,612.51,2
"4944",7.3,113,46,8,57.01,18.4,1029.5,1
"4945",6.9,24,27,6,42.97,30.3,661.17,2
"4946",8.1,101,106,42,54.68,22.8,772.36,1
"4947",6.3,114,60,60,21.93,36.8,750,0
"4948",8.6,173,44,1,44.09,18,1076.17,2
"4949",6.1,91,40,5,26.2,39.6,1007.53,0
"4950",6.1,124,103,21,21.47,23,1104.34,0
"4951",6.8,69,87,8,56.74,30.9,652.42,2
"4952",7.5,21,76,63,33.39,28.1,977.51,1
"4953",6.2,64,90,100,36.87,31.1,864.42,0
"4954",6.5,43,87,16,36.83,20.5,1044.49,1
"4955",7.5,128,65,45,31.3,33.3,1112.59,0
"4956",6.9,158,38,90,39.71,34.7,732.2,0
"4957",7.2,87,105,103,23.49,17.2,600.25,0
"4958",7.9,160,23,77,43.82,34.1,505.12,2
"4959",7.1,114,81,34,52.8,37.4,748.64,1
"4960",8.8,93,53,6,35.34,18.5,673.25,2
"4961",6.1,65,87,54,15.95,21.1,771.93,1
"4962",7.8,155,77,13,22.71,30,1055.52,2
"4963",6.6,104,27,75,28.3,19.9,981.86,0
"4964",7.8,73,56,105,22.03,17.5,561.65,2
"4965",7.5,56,61,3,23.07,33.6,704.05,2
"4966",7.4,123,62,113,53.36,26.4,1068.59,1
"4967",6.5,69,78,96,38.3,38.2,839.89,0
"4968",7.4,118,64,58,58.28,27.7,547.98,1
"4969",8.6,145,70,41,25.13,21.6,727.2,0
"4970",8.9,84,111,54,29.13,23.8,614.07,2
"4971",6.5,158,94,101,43.44,16.7,609.54,0
"4972",8.9,58,55,27,35.81,15.7,836.59,2
"4973",7.5,36,86,35,15.53,28.1,786.48,1
"4974",7.8,92,51,114,55.56,20.5,891.02,1
"4975",7,101,52,98,25.57,39.9,555.79,0
"4976",8.5,94,113,91,40.77,20.3,774.54,2
"4977",7,22,111,114,32.58,27.4,689.96,0
"4978",8.7,95,34,11,57.15,20.4,1118.54,2
"4979",7.5,100,47,19,24.09,33.2,618.52,2
"4980",8.4,123,53,31,48.87,23.6,627.35,2
"4981",7.6,123,118,85,31.37,35.4,1178.17,0
"4982",6.7,91,117,90,50.69,38.9,624.94,0
"4983",7.3,165,116,95,58.29,31,832.35,0
"4984",6.7,160,71,76,51.27,34.3,655.14,1
"4985",6.7,158,21,101,15.95,27.8,1150.51,0
"4986",6.6,99,59,39,19.25,33.8,1142.1,1
"4987",7.9,57,90,70,30.13,27.6,842.34,2
"4988",8.4,153,70,58,58.07,27.7,1199.32,1
"4989",7.5,52,55,35,47.06,38.4,610.8,2
"4990",7.6,46,47,91,59.62,15.5,689.3,1
"4991",6.4,122,100,62,45.54,24.8,1146.93,0
"4992",7.8,74,64,26,57.96,34,639.59,2
"4993",6.8,126,97,13,38.92,15.5,827.5,0
"4994",7.3,87,20,90,46.25,27.9,759.49,2
"4995",7.9,170,24,73,25.77,26.3,641.78,2
"4996",6.7,69,108,83,40.88,21.5,706.7,0
"4997",7,41,81,81,24.75,38.8,1159.4,0
"4998",7.2,52,55,42,27.93,26.9,1060.28,1
"4999",7.4,159,82,2,47.6,37,1174.6,0
"5000",8.5,98,108,88,32.82,28.9,650.13,2
"5001",8.3,85,95,19,19.87,32,1046.19,2
"5002",6.8,61,47,80,50.83,38.6,1108.81,1
"5003",9,91,79,74,36.04,31.6,629.47,2
"5004",7.5,61,116,22,34.91,37.8,1161.23,2
"5005",8.8,124,75,75,25.93,29.3,549.05,2
"5006",8.8,136,114,64,46.41,36.2,928.26,2
"5007",9,133,20,55,16.64,23,745.66,2
"5008",8.1,147,91,99,39.4,39.5,844.68,0
"5009",8.7,83,90,8,45.03,36.3,852.02,2
"5010",7.1,49,34,79,25.91,17.5,1148.34,1
"5011",8.1,152,77,83,31.01,31.5,908.56,0
"5012",8.6,113,75,30,31.04,22.7,1116.69,2
"5013",6.1,159,23,39,30.59,37.5,1098.67,0
"5014",8.2,23,59,109,16.77,27.3,509.13,1
"5015",8.8,119,30,42,55.95,38.2,864.64,2
"5016",6.3,140,53,23,52.81,22.7,1014.61,1
"5017",6.3,74,93,17,37.44,22.2,747.02,0
"5018",6.1,84,90,33,53.39,37.3,516.57,1
"5019",7.4,22,22,79,49.69,17,940.82,0
"5020",7.9,57,100,45,32.22,31.6,811.44,2
"5021",7.1,60,71,85,36.14,32.2,1167.85,0
"5022",8.8,132,71,116,22.61,31.9,1094.86,2
"5023",7.4,68,34,64,49.09,39.8,880.19,0
"5024",7.5,171,44,17,29.3,30.3,1124.11,1
"5025",6.2,44,85,16,57.58,27.8,1163.65,1
"5026",8.4,36,92,5,23.57,34.9,1084.76,2
"5027",8.7,157,61,44,45.2,36,1085.67,0
"5028",6.6,177,101,95,47.04,17.7,1008.33,0
"5029",9,90,63,31,41.82,38.1,644.61,2
"5030",6.4,136,100,46,52.43,19.9,1158.32,1
"5031",8.9,32,54,81,40.69,38.7,845.69,0
"5032",7.5,62,92,23,40.79,35.7,1188.87,2
"5033",7.5,104,113,98,28.83,23.6,1122.35,0
"5034",7.6,27,34,114,39.32,15.6,521.45,2
"5035",6.4,49,83,25,46.48,26.7,906.26,1
"5036",6.7,119,48,28,25.88,29.8,1031.19,1
"5037",7,157,108,44,52.59,37.1,529.75,0
"5038",7.6,67,22,46,25.34,31.9,890.76,2
"5039",7.3,108,81,11,25.91,27.4,1032.03,0
"5040",6.2,116,106,53,30.28,32.9,510.49,2
"5041",6.6,149,47,52,58.38,37.1,1164.23,1
"5042",7.7,42,43,90,29,19.3,660.26,2
"5043",6.4,128,98,18,30.3,27.3,799.21,0
"5044",8.7,101,58,108,31.77,26.1,969.26,2
"5045",6.4,105,85,102,23.98,25.6,1056.27,0
"5046",6.5,132,31,22,52.31,21.7,682.65,2
"5047",6.8,158,41,19,23.79,34.3,565.35,0
"5048",8.3,42,54,116,23.11,26.4,1185.67,1
"5049",6.6,71,36,116,37.04,36.5,826.33,0
"5050",7.8,158,118,50,49.41,19.5,530.1,2
"5051",6.6,96,118,40,23.08,28.6,784.49,0
"5052",8.5,98,24,81,39.89,27.2,1160.24,2
"5053",7.7,60,49,73,23.44,26.4,863.51,2
"5054",8.6,142,104,23,40.86,23.1,765.7,2
"5055",8.2,142,110,99,23.11,15.7,936.26,0
"5056",8.6,116,29,23,44.56,25,704.66,2
"5057",6.4,169,27,38,57.35,23,874.21,0
"5058",7.4,138,78,49,16.1,19.4,699.68,1
"5059",8.8,178,82,70,53.85,24.1,877.29,1
"5060",7.4,166,28,23,36.72,19.3,1143.97,2
"5061",8.1,69,104,59,45.4,21.9,1086.54,0
"5062",6.4,166,49,103,52.07,19.1,675.83,0
"5063",6.4,132,83,15,33.17,25.6,815.25,0
"5064",6.9,31,27,43,32.44,38,873.98,1
"5065",8.9,106,41,53,36.33,33.5,594.13,2
"5066",8.6,151,100,104,56.25,34.2,825.04,0
"5067",8.9,54,102,80,50.42,39.3,1110.06,2
"5068",6.6,166,113,119,32.25,30,783.8,0
"5069",7.1,53,100,104,17.92,19.9,694.32,0
"5070",6,169,107,40,26.41,26.1,697.85,2
"5071",7,179,23,53,53.68,35.9,531.05,2
"5072",8.1,108,116,101,33.08,37.8,1101.95,2
"5073",8.3,178,91,41,19.39,15.9,1012.96,0
"5074",7.9,134,76,71,20.95,20.9,961.35,1
"5075",8.1,55,49,8,18.58,27.9,1055.07,2
"5076",7.9,97,36,10,48.93,29.3,787.16,2
"5077",6.7,150,55,80,37.13,22.2,1169.7,0
"5078",6.8,178,26,62,36.83,17.8,810.84,2
"5079",7.2,76,65,70,44.61,17.2,739.15,0
"5080",7.3,45,67,28,42.54,29.4,933.36,1
"5081",8.9,148,96,19,37.66,28.8,848.82,0
"5082",7,40,29,88,23.94,30.4,727.6,2
"5083",9,34,113,106,47.53,36,879.12,0
"5084",8.5,133,29,63,18.59,25.9,511.23,2
"5085",7.4,104,64,26,21.77,37.2,1020.05,0
"5086",8.7,33,114,101,51.26,26.7,999.99,1
"5087",7,169,112,38,31.81,29.8,880.75,0
"5088",8.7,72,24,87,18.87,24.9,992.72,2
"5089",8.7,62,54,82,44.38,17.9,899.34,0
"5090",7.4,72,66,63,52.36,25.1,1177.32,1
"5091",7.5,122,86,45,32.43,21.4,536.13,2
"5092",6.8,143,96,104,40.32,35.9,662.82,0
"5093",7.4,159,109,5,21.62,20.7,912.12,0
"5094",8.5,113,106,52,34.07,27.2,1035.04,2
"5095",7.8,88,68,45,30.4,36.2,938.32,2
"5096",7.8,116,94,55,53.57,35.3,1128.93,1
"5097",6.4,81,66,46,39.37,35.6,615.19,2
"5098",7.7,149,58,73,38.64,20.8,1116.57,1
"5099",8.8,55,118,82,43.23,22,573.3,2
"5100",6.8,116,48,103,36.19,20,958.95,2
"5101",6.7,113,25,14,26.45,20.9,551.84,2
"5102",6.4,117,48,111,20.87,30.5,762.06,2
"5103",8.5,71,21,23,47.58,28.7,810.52,2
"5104",6.5,134,115,34,58.94,35.3,820.99,1
"5105",6.9,140,25,0,59.17,25.5,998.95,0
"5106",8.8,20,119,97,59.4,28.7,584.12,2
"5107",7.2,120,24,15,29.81,19.6,920.47,0
"5108",6.2,155,102,3,27.44,16.3,773.75,0
"5109",7.3,145,54,29,47.7,25.2,790.44,0
"5110",8.6,60,83,52,25.46,38.6,861.3,2
"5111",6.4,21,88,113,52.87,19.9,1013.13,1
"5112",6.4,93,26,105,53.87,28.5,938.78,2
"5113",8.3,51,117,57,42.16,30.8,829.11,0
"5114",6.7,152,115,60,43.99,36.9,878.04,0
"5115",7.4,92,85,81,46.24,38.2,636.59,0
"5116",7.9,145,84,3,27.19,29.8,1185.57,2
"5117",8.1,98,55,9,59.62,22.1,629.78,2
"5118",7.3,63,118,119,39.24,34.4,979.28,0
"5119",8.6,160,43,108,49.52,24.2,715.5,0
"5120",6.8,116,60,10,52.21,36.5,594.97,2
